Status,Is_Dropout,Course_Name,Gender_Label,Age_at_enrollment,Age_Group,Scholarship_Label,Tuition_Label,Debtor_Label,Marital_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_approved,Curricular_units_2nd_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Sem1_Approved_Group,Sem2_Approved_Group,Sem2_Grade_Group,Unemployment_rate,GDP
Graduate,0,Oral Hygiene,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,122.7,137.0,7,8,15.285714285714286,16.075,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Tourism,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.9,123.0,6,6,13.166666666666666,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Management,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,151.1,156.0,5,5,13.6,12.833333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Dropout,1,Journalism & Communication,Laki-laki,22,20-22 Tahun,Ya,Menunggak,Tidak,Lajang,125.8,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Graduate,0,Advertising & Marketing Mgmt,Laki-laki,32,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,128.2,100.0,10,4,11.4,11.5,7+ Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Management,Laki-laki,61,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,135.1,140.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Graduate,0,Management (Evening),Laki-laki,30,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.2,130.0,5,5,11.0,11.6,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Management (Evening),Laki-laki,45,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Menikah,132.8,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Graduate,0,Agronomy,Laki-laki,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,6,13.571428571428571,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.3,137.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),9.4,-3.12
Dropout,1,Informatics Engineering,Laki-laki,26,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,108.2,120.0,4,4,11.25,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Advertising & Marketing Mgmt,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,125.4,125.0,3,1,13.333333333333334,11.0,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Journalism & Communication,Laki-laki,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,140.2,130.0,6,6,12.0,11.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Journalism & Communication,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.1,115.0,6,5,12.5,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Management,Laki-laki,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,137.8,150.0,5,5,13.2,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Dropout,1,Advertising & Marketing Mgmt,Laki-laki,19,<20 Tahun,Tidak,Menunggak,Tidak,Lajang,128.4,134.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Advertising & Marketing Mgmt,Laki-laki,28,>25 Tahun,Tidak,Menunggak,Tidak,Lajang,106.0,120.0,3,2,11.666666666666666,11.5,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Management,Laki-laki,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.2,141.0,15,14,13.466666666666669,13.642857142857142,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Equinculture,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.0,133.0,3,5,13.666666666666666,13.2,1-3 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Informatics Engineering,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,141.0,149.0,2,2,11.666666666666666,12.5,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Journalism & Communication,Laki-laki,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,113.0,121.0,6,5,11.666666666666666,10.2,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Agronomy,Laki-laki,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,120.0,5,5,13.4,12.4,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Dropout,1,Management (Evening),Laki-laki,28,>25 Tahun,Tidak,Menunggak,Tidak,Menikah,130.9,148.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Dropout,1,Agronomy,Laki-laki,58,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Dropout,1,Management (Evening),Laki-laki,49,>25 Tahun,Tidak,Menunggak,Tidak,Menikah,134.1,135.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Enrolled,0,Informatics Engineering,Laki-laki,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,150.0,3,2,10.666666666666666,10.5,1-3 Unit,1-3 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Advertising & Marketing Mgmt,Laki-laki,25,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,114.8,130.0,4,4,13.75,14.75,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Dropout,1,Management,Laki-laki,33,>25 Tahun,Tidak,Tepat Waktu,Tidak,Cerai,123.0,133.1,1,0,10.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Informatics Engineering,Laki-laki,33,>25 Tahun,Tidak,Menunggak,Tidak,Menikah,118.0,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),9.4,-3.12
Graduate,0,Basic Education,Laki-laki,40,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,100.0,110.0,1,4,16.0,15.5,1-3 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Management (Evening),Laki-laki,48,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,151.1,170.0,5,5,12.285714285714286,11.125,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Enrolled,0,Informatics Engineering,Laki-laki,18,<20 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,116.9,120.0,3,3,12.0,10.333333333333334,1-3 Unit,1-3 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Laki-laki,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,106.0,133.1,6,6,12.666666666666666,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Veterinary Nursing,Laki-laki,23,23-25 Tahun,Ya,Tepat Waktu,Tidak,Menikah,127.1,139.0,5,4,11.8,13.25,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Dropout,1,Management (Evening),Laki-laki,39,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,155.5,133.1,5,5,10.6,14.666666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),10.8,1.74
Graduate,0,Agronomy,Laki-laki,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,101.0,133.1,9,8,11.9,12.25,7+ Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Informatics Engineering,Laki-laki,34,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.2,120.0,4,2,11.25,10.5,4-6 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Management (Evening),Laki-laki,41,>25 Tahun,Ya,Tepat Waktu,Tidak,Menikah,113.0,100.0,4,5,11.0,11.4,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Journalism & Communication,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.8,134.0,6,6,12.0,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Enrolled,0,Management (Evening),Laki-laki,34,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,145.6,130.0,4,4,11.75,10.833333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Dropout,1,Management,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.5,128.0,2,1,10.0,16.0,1-3 Unit,1-3 Unit,Tinggi (15-20),7.6,0.32
Graduate,0,Nursing,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,142.0,154.0,7,7,13.714285714285714,13.714285714285714,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Agronomy,Laki-laki,28,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,150.0,150.0,6,6,14.875,15.8,4-6 Unit,4-6 Unit,Tinggi (15-20),16.2,-0.92
Dropout,1,Communication Design,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.3,134.0,5,0,10.8,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Social Service,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.8,127.0,3,2,12.0,10.0,1-3 Unit,1-3 Unit,Rendah (1-10),11.1,2.02
Dropout,1,Veterinary Nursing,Laki-laki,19,<20 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,100.0,133.1,5,2,12.5,13.5,4-6 Unit,1-3 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.6,130.0,7,8,14.728571428571428,16.327272727272728,7+ Unit,7+ Unit,Tinggi (15-20),16.2,-0.92
Graduate,0,Equinculture,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,137.1,135.0,6,5,12.0,14.8,4-6 Unit,4-6 Unit,Tinggi (15-20),12.4,1.79
Dropout,1,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,149.0,143.0,6,6,11.428571428571429,11.0,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,147.0,150.0,6,6,14.166666666666666,13.5,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Social Service,Perempuan,31,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,150.0,150.0,5,5,12.5,14.6,4-6 Unit,4-6 Unit,Tinggi (15-20),12.7,-1.7
Graduate,0,Social Service (Evening),Perempuan,33,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,103.5,130.0,6,6,14.166666666666666,14.333333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),12.7,-1.7
Enrolled,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,107.8,113.0,5,6,14.46,13.55,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Veterinary Nursing,Perempuan,22,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,130.0,5,2,12.8,11.5,4-6 Unit,1-3 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Tourism,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,109.4,115.0,6,5,12.666666666666666,13.4,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Dropout,1,Communication Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,143.6,146.0,6,6,12.5,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Communication Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,124.3,132.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Dropout,1,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Tidak,Menunggak,Tidak,Lajang,119.5,116.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Graduate,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,175.6,163.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Management,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,116.1,122.0,5,3,11.2,11.0,4-6 Unit,1-3 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.6,136.0,6,6,16.5,17.428571428571427,4-6 Unit,4-6 Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.8,142.0,3,5,13.666666666666666,12.0,1-3 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,133.5,139.0,7,7,15.228571428571428,15.228571428571428,7+ Unit,7+ Unit,Tinggi (15-20),12.7,-1.7
Graduate,0,Social Service,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,136.9,140.0,9,9,12.77777777777778,13.22222222222222,7+ Unit,7+ Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,142.3,165.0,7,7,14.428571428571429,14.428571428571429,7+ Unit,7+ Unit,Tinggi (15-20),12.7,-1.7
Graduate,0,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,114.3,122.0,6,6,13.875,13.714285714285714,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.9,135.0,7,6,13.128,13.193333333333332,7+ Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.2,128.0,6,7,11.605,12.4125,4-6 Unit,7+ Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Management,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,152.0,139.0,5,5,14.6,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.2,125.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Management,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,101.7,102.0,5,5,11.8,11.6,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Tourism,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,119.9,116.0,6,6,12.333333333333334,12.333333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Management,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Memiliki Tunggakan,Lajang,123.7,138.0,4,0,11.0,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Communication Design,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,121.8,135.0,11,11,13.181818181818182,12.909090909090908,7+ Unit,7+ Unit,Sedang (11-14),11.1,2.02
Dropout,1,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Ya,Menunggak,Memiliki Tunggakan,Lajang,106.1,110.0,1,0,11.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),12.7,-1.7
Graduate,0,Journalism & Communication,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Memiliki Tunggakan,Lajang,124.3,132.0,6,6,11.833333333333334,12.285714285714286,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,124.3,126.0,8,8,12.98125,12.98125,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Management,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.4,117.4,6,5,11.333333333333334,11.2,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,112.7,120.0,6,6,11.68,11.68,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Communication Design,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.7,116.0,6,6,14.5,13.5,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Basic Education,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,105.8,111.0,7,7,13.142857142857142,12.857142857142858,7+ Unit,7+ Unit,Sedang (11-14),8.9,3.51
Dropout,1,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Menunggak,Tidak,Lajang,124.2,128.0,2,2,11.5,10.5,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.3,123.0,5,5,14.2,11.8,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Tourism,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,123.7,131.0,5,5,11.666666666666666,12.2,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.8,135.0,7,8,13.175,14.875,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,123.8,136.0,7,7,13.314285714285717,13.314285714285717,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Management,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.4,132.0,3,3,10.6,10.5,1-3 Unit,1-3 Unit,Sedang (11-14),13.9,0.79
Enrolled,0,Basic Education,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,115.1,120.0,4,4,12.0,10.75,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,138.4,144.0,6,6,13.428571428571429,14.142857142857142,4-6 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,118.2,129.0,4,5,13.25,15.571428571428571,4-6 Unit,4-6 Unit,Tinggi (15-20),10.8,1.74
Dropout,1,Communication Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,121.7,136.0,2,0,13.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Enrolled,0,Communication Design,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,118.0,125.0,6,6,14.333333333333334,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Dropout,1,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,119.8,125.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,164.9,154.0,6,6,14.0,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Veterinary Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,100.0,100.0,2,6,12.0,12.833333333333334,1-3 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Enrolled,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,121.6,124.0,5,5,12.333333333333334,10.6,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Communication Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.4,126.0,5,5,11.8,10.4,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,117.8,124.0,7,7,12.791428571428572,12.791428571428572,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Graduate,0,Advertising & Marketing Mgmt,Perempuan,40,>25 Tahun,Tidak,Tepat Waktu,Tidak,Cerai,110.0,150.0,8,5,11.625,11.2,7+ Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,128.8,133.0,6,7,11.994444444444444,12.43142857142857,4-6 Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Tourism,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.6,126.0,5,5,11.6,12.2,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Dropout,1,Management (Evening),Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,120.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Dropout,1,Journalism & Communication,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,157.5,175.0,6,6,13.166666666666666,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,136.3,141.0,7,7,14.1,14.1,7+ Unit,7+ Unit,Tinggi (15-20),10.8,1.74
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,121.5,133.0,6,7,12.396666666666668,12.94285714285714,4-6 Unit,7+ Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.9,143.0,7,8,15.014285714285714,16.0875,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,136.8,141.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.5,134.0,7,8,14.05,15.1,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
Dropout,1,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,138.0,7,8,14.85,15.2,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,5,13.0,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,132.7,142.0,7,8,14.7875,15.8625,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,117.8,118.0,7,7,13.7,14.671428571428574,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Dropout,1,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.1,131.0,7,7,12.495714285714286,12.242857142857144,7+ Unit,7+ Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.0,130.0,6,6,14.566666666666668,14.566666666666668,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Dropout,1,Advertising & Marketing Mgmt,Perempuan,25,23-25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,100.0,133.1,5,4,11.2,11.25,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.8,130.0,7,7,12.685714285714283,12.685714285714283,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Social Service,Perempuan,23,23-25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,128.3,130.0,7,4,13.571428571428571,13.25,7+ Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Dropout,1,Communication Design,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.0,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Graduate,0,Social Service (Evening),Perempuan,27,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.5,130.0,5,6,11.0,11.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,134.8,149.0,8,8,14.445,14.445,7+ Unit,7+ Unit,Tinggi (15-20),9.4,-3.12
Enrolled,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,146.6,163.0,5,4,13.6,11.75,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Social Service (Evening),Perempuan,23,23-25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,130.0,130.0,11,8,14.0,14.625,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,127.5,145.0,6,6,13.416666666666666,13.416666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Management,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.0,130.0,5,5,12.333333333333334,11.4,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,100.0,128.0,7,8,13.1,14.8125,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
